Entity,Code,Year,Wind generation - TWh,Wind energy capacity,Continent
"""Abkhazia""",OWID_ABK,2015,,,Asia
"""Afghanistan""",AFG,2012,,0.0001,
"""Afghanistan""",AFG,2013,,0.0001,
"""Afghanistan""",AFG,2014,,0.0001,
"""Afghanistan""",AFG,2015,,0.0001,Asia
"""Afghanistan""",AFG,2016,,0.0001,
"""Afghanistan""",AFG,2017,,0.0004,
"""Afghanistan""",AFG,2018,,0.0004,
"""Afghanistan""",AFG,2019,,0.0004,
"""Afghanistan""",AFG,2020,,0.0004,
"""Afghanistan""",AFG,2021,,0.0004,
"""Afghanistan""",AFG,2022,,0.0004,
"""Africa""",,1965,0.0,,
"""Africa""",,1966,0.0,,
"""Africa""",,1967,0.0,,
"""Africa""",,1968,0.0,,
"""Africa""",,1969,0.0,,
"""Africa""",,1970,0.0,,
"""Africa""",,1971,0.0,,
"""Africa""",,1972,0.0,,
"""Africa""",,1973,0.0,,
"""Africa""",,1974,0.0,,
"""Africa""",,1975,0.0,,
"""Africa""",,1976,0.0,,
"""Africa""",,1977,0.0,,
"""Africa""",,1978,0.0,,
"""Africa""",,1979,0.0,,
"""Africa""",,1980,0.0,,
"""Africa""",,1981,0.0,,
"""Africa""",,1982,0.0,,
"""Africa""",,1983,0.0,,
"""Africa""",,1984,0.0,,
"""Africa""",,1985,0.0,,
"""Africa""",,1986,0.0,,
"""Africa""",,1987,0.0,,
"""Africa""",,1988,0.0,,
"""Africa""",,1989,0.0,,
"""Africa""",,1990,0.0,,
"""Africa""",,1991,0.0,,
"""Africa""",,1992,0.0,,
"""Africa""",,1993,2.0,,
"""Africa""",,1994,5.4,,
"""Africa""",,1995,6.3,,
"""Africa""",,1996,7.1000000000000005,,
"""Africa""",,1997,7.2,,
"""Africa""",,1998,7.6,,
"""Africa""",,1999,19.8,,
"""Africa""",,2000,175.5,0.13905,
"""Africa""",,2001,415.58,0.13905,
"""Africa""",,2002,443.58402,0.14431,
"""Africa""",,2003,535.599,0.15379001,
"""Africa""",,2004,768.2805000000001,0.23611,
"""Africa""",,2005,780.3820999999999,0.24018,
"""Africa""",,2006,852.5656,0.327905,
"""Africa""",,2007,1016.2233,0.4701,
"""Africa""",,2008,1311.7782,0.5553,
"""Africa""",,2009,1589.2309,0.7424,
"""Africa""",,2010,2284.5824,0.864777,
"""Africa""",,2011,2386.504,0.994982,
"""Africa""",,2012,2515.6302,1.127594,
"""Africa""",,2013,3593.4472,1.741834,
"""Africa""",,2014,5060.073,2.399398,
"""Africa""",,2015,8910.6865,3.320268,
"""Africa""",,2016,11176.371,3.831394,
"""Africa""",,2017,13612.4935,4.578262700000001,
"""Africa""",,2018,14762.938999999998,5.4715527,
"""Africa""",,2019,19281.773,5.528753,
"""Africa""",,2020,19105.722,6.5146533,
"""Africa""",,2021,22780.289,7.3701533,
"""Africa""",,2022,23893.784,7.6846533,
"""Africa (EI)""",,1965,0.0,,
"""Africa (EI)""",,1966,0.0,,
"""Africa (EI)""",,1967,0.0,,
"""Africa (EI)""",,1968,0.0,,
"""Africa (EI)""",,1969,0.0,,
"""Africa (EI)""",,1970,0.0,,
"""Africa (EI)""",,1971,0.0,,
"""Africa (EI)""",,1972,0.0,,
"""Africa (EI)""",,1973,0.0,,
"""Africa (EI)""",,1974,0.0,,
"""Africa (EI)""",,1975,0.0,,
"""Africa (EI)""",,1976,0.0,,
"""Africa (EI)""",,1977,0.0,,
"""Africa (EI)""",,1978,0.0,,
"""Africa (EI)""",,1979,0.0,,
"""Africa (EI)""",,1980,0.0,,
"""Africa (EI)""",,1981,0.0,,
"""Africa (EI)""",,1982,0.0,,
"""Africa (EI)""",,1983,0.0,,
"""Africa (EI)""",,1984,0.0,,
"""Africa (EI)""",,1985,0.0,,
"""Africa (EI)""",,1986,0.0,,
"""Africa (EI)""",,1987,0.0,,
"""Africa (EI)""",,1988,0.0,,
"""Africa (EI)""",,1989,0.0,,
"""Africa (EI)""",,1990,0.0,,
"""Africa (EI)""",,1991,0.0,,
"""Africa (EI)""",,1992,0.0,,
"""Africa (EI)""",,1993,2.0,,
"""Africa (EI)""",,1994,5.4,,
"""Africa (EI)""",,1995,6.3,,
"""Africa (EI)""",,1996,7.1000000000000005,,
"""Africa (EI)""",,1997,7.2,,
"""Africa (EI)""",,1998,7.6,,
"""Africa (EI)""",,1999,19.8,,
"""Africa (EI)""",,2000,175.5,,
"""Africa (EI)""",,2001,415.58,,
"""Africa (EI)""",,2002,443.584,,
"""Africa (EI)""",,2003,535.599,,
"""Africa (EI)""",,2004,768.2805000000001,,
"""Africa (EI)""",,2005,780.3820999999999,,
"""Africa (EI)""",,2006,852.5656,,
"""Africa (EI)""",,2007,1016.2233,,
"""Africa (EI)""",,2008,1311.7782,,
"""Africa (EI)""",,2009,1589.2309,,
"""Africa (EI)""",,2010,2284.5824,,
"""Africa (EI)""",,2011,2386.504,,
"""Africa (EI)""",,2012,2515.6302,,
"""Africa (EI)""",,2013,3593.4472,,
"""Africa (EI)""",,2014,5060.073,,
"""Africa (EI)""",,2015,8910.6865,,
"""Africa (EI)""",,2016,11176.371,,
"""Africa (EI)""",,2017,13612.4935,,
"""Africa (EI)""",,2018,14762.938999999998,,
"""Africa (EI)""",,2019,19281.773,,
"""Africa (EI)""",,2020,19105.722,,
"""Africa (EI)""",,2021,22780.289,,
"""Africa (EI)""",,2022,23893.784,,
"""Africa (IRENA)""",,2000,,0.13905,
"""Africa (IRENA)""",,2001,,0.13905,
"""Africa (IRENA)""",,2002,,0.14431,
"""Africa (IRENA)""",,2003,,0.1537899999999999,
"""Africa (IRENA)""",,2004,,0.23611,
"""Africa (IRENA)""",,2005,,0.24018,
"""Africa (IRENA)""",,2006,,0.327905,
"""Africa (IRENA)""",,2007,,0.4701,
"""Africa (IRENA)""",,2008,,0.5553,
"""Africa (IRENA)""",,2009,,0.7424,
"""Africa (IRENA)""",,2010,,0.864777,
"""Africa (IRENA)""",,2011,,0.994982,
"""Africa (IRENA)""",,2012,,1.127594,
"""Africa (IRENA)""",,2013,,1.741834,
"""Africa (IRENA)""",,2014,,2.399398,
"""Africa (IRENA)""",,2015,,3.320268,
"""Africa (IRENA)""",,2016,,3.831394,
"""Africa (IRENA)""",,2017,,4.578263,
"""Africa (IRENA)""",,2018,,5.471553,
"""Africa (IRENA)""",,2019,,5.528753,
"""Africa (IRENA)""",,2020,,6.514653,
"""Africa (IRENA)""",,2021,,7.370153,
"""Africa (IRENA)""",,2022,,7.684653000000001,
"""Akrotiri and Dhekelia""",OWID_AKD,2015,,,Asia
"""Aland Islands""",ALA,2015,,,Europe
"""Albania""",ALB,2015,,,Europe
"""Algeria""",DZA,1990,0.0,,
"""Algeria""",DZA,1991,0.0,,
"""Algeria""",DZA,1992,0.0,,
"""Algeria""",DZA,1993,0.0,,
"""Algeria""",DZA,1994,0.0,,
"""Algeria""",DZA,1995,0.0,,
"""Algeria""",DZA,1996,0.0,,
"""Algeria""",DZA,1997,0.0,,
"""Algeria""",DZA,1998,0.0,,
"""Algeria""",DZA,1999,0.0,,
"""Algeria""",DZA,2000,0.0,,
"""Algeria""",DZA,2001,0.0,,
"""Algeria""",DZA,2002,0.0,,
"""Algeria""",DZA,2003,0.0,,
"""Algeria""",DZA,2004,0.0,,
"""Algeria""",DZA,2005,0.0,,
"""Algeria""",DZA,2006,0.0,,
"""Algeria""",DZA,2007,0.0,,
"""Algeria""",DZA,2008,0.0,,
"""Algeria""",DZA,2009,0.0,,
"""Algeria""",DZA,2010,0.0,,
"""Algeria""",DZA,2011,0.0,,
"""Algeria""",DZA,2012,0.0,,
"""Algeria""",DZA,2013,0.0,,
"""Algeria""",DZA,2014,1.0,0.0101999999999999,
"""Algeria""",DZA,2015,19.0,0.0101999999999999,Africa
"""Algeria""",DZA,2016,19.052055,0.0101999999999999,
"""Algeria""",DZA,2017,19.0,0.0101999999999999,
"""Algeria""",DZA,2018,10.0,0.01,
"""Algeria""",DZA,2019,10.0,0.01,
"""Algeria""",DZA,2020,7.7,0.01,
"""Algeria""",DZA,2021,10.5,0.01,
"""Algeria""",DZA,2022,10.5,0.01,
"""American Samoa""",ASM,2015,,,Oceania
"""Andorra""",AND,2015,,,Europe
"""Angola""",AGO,2015,,,Africa
"""Anguilla""",AIA,2015,,,North America
"""Antarctica""",ATA,2015,,,Antarctica
"""Antigua and Barbuda""",ATG,2020,,0.004,
"""Antigua and Barbuda""",ATG,2021,,0.004,
"""Antigua and Barbuda""",ATG,2022,,0.004,
"""Antigua and Barbuda""",ATG,2015,,,North America
"""Argentina""",ARG,1990,0.0,,
"""Argentina""",ARG,1991,0.0,,
"""Argentina""",ARG,1992,0.0,,
"""Argentina""",ARG,1993,0.0,,
"""Argentina""",ARG,1994,0.0,,
"""Argentina""",ARG,1995,0.0,,
"""Argentina""",ARG,1996,9.618,,
"""Argentina""",ARG,1997,14.592,,
"""Argentina""",ARG,1998,32.541000000000004,,
"""Argentina""",ARG,1999,34.781,,
"""Argentina""",ARG,2000,34.758,0.014112,
"""Argentina""",ARG,2001,49.361,0.024829,
"""Argentina""",ARG,2002,73.405,0.0257979999999999,
"""Argentina""",ARG,2003,77.954,0.025729,
"""Argentina""",ARG,2004,72.446,0.027829,
"""Argentina""",ARG,2005,71.71966,0.027829,
"""Argentina""",ARG,2006,69.64,0.027829,
"""Argentina""",ARG,2007,61.593,0.027829,
"""Argentina""",ARG,2008,41.951080000000005,0.027829,
"""Argentina""",ARG,2009,36.831528000000006,0.027829,
"""Argentina""",ARG,2010,25.351606,0.027829,
"""Argentina""",ARG,2011,26.59055,0.059579,
"""Argentina""",ARG,2012,369.862,0.136979,
"""Argentina""",ARG,2013,453.35487,0.189979,
"""Argentina""",ARG,2014,619.491,0.215187,
"""Argentina""",ARG,2015,593.3349999999999,0.187104,South America
"""Argentina""",ARG,2016,547.359,0.187442,
"""Argentina""",ARG,2017,611.567,0.226742,
"""Argentina""",ARG,2018,1412.7430000000002,0.750342,
"""Argentina""",ARG,2019,4995.9664,1.609359,
"""Argentina""",ARG,2020,9410.639,2.623904,
"""Argentina""",ARG,2021,12937.55,3.292124,
"""Argentina""",ARG,2022,14164.457,3.309315,
"""Armenia""",ARM,2005,,0.00264,
"""Armenia""",ARM,2006,,0.00264,
"""Armenia""",ARM,2007,,0.00264,
"""Armenia""",ARM,2008,,0.00264,
"""Armenia""",ARM,2009,,0.00264,
"""Armenia""",ARM,2010,,0.00264,
"""Armenia""",ARM,2011,,0.00264,
"""Armenia""",ARM,2012,,0.00264,
"""Armenia""",ARM,2013,,0.00264,
"""Armenia""",ARM,2014,,0.00264,
"""Armenia""",ARM,2015,,0.0026,Asia
"""Armenia""",ARM,2016,,0.002925,
"""Armenia""",ARM,2017,,0.002925,
"""Armenia""",ARM,2018,,0.002925,
"""Armenia""",ARM,2019,,0.002925,
"""Armenia""",ARM,2020,,0.002925,
"""Armenia""",ARM,2021,,0.002925,
"""Armenia""",ARM,2022,,0.002925,
"""Aruba""",ABW,2009,,0.03,
"""Aruba""",ABW,2010,,0.03,
"""Aruba""",ABW,2011,,0.03,
"""Aruba""",ABW,2012,,0.03,
"""Aruba""",ABW,2013,,0.03,
"""Aruba""",ABW,2014,,0.03,
"""Aruba""",ABW,2015,,0.03,North America
"""Aruba""",ABW,2016,,0.03,
"""Aruba""",ABW,2017,,0.03,
"""Aruba""",ABW,2018,,0.03,
"""Aruba""",ABW,2019,,0.03,
"""Aruba""",ABW,2020,,0.03,
"""Aruba""",ABW,2021,,0.03,
"""Aruba""",ABW,2022,,0.03,
"""Asia""",,1965,0.0,,
"""Asia""",,1966,0.0,,
"""Asia""",,1967,0.0,,
"""Asia""",,1968,0.0,,
"""Asia""",,1969,0.0,,
"""Asia""",,1970,0.0,,
"""Asia""",,1971,0.0,,
"""Asia""",,1972,0.0,,
"""Asia""",,1973,0.0,,
"""Asia""",,1974,0.0,,
"""Asia""",,1975,0.0,,
"""Asia""",,1976,0.0,,
"""Asia""",,1977,0.0,,
"""Asia""",,1978,0.0,,
"""Asia""",,1979,0.0,,
"""Asia""",,1980,0.0,,
"""Asia""",,1981,0.0,,
"""Asia""",,1982,0.0,,
"""Asia""",,1983,0.0,,
"""Asia""",,1984,0.0,,
"""Asia""",,1985,0.0,,
"""Asia""",,1986,0.0,,
"""Asia""",,1987,0.0,,
"""Asia""",,1988,0.0,,
"""Asia""",,1989,0.0,,
"""Asia""",,1990,33.323232000000004,,
"""Asia""",,1991,123.00091,,
"""Asia""",,1992,220.78313,,
"""Asia""",,1993,309.8508,,
"""Asia""",,1994,578.078,,
"""Asia""",,1995,1114.5912,,
"""Asia""",,1996,976.8788,,
"""Asia""",,1997,1195.8565,,
"""Asia""",,1998,1457.9804,,
"""Asia""",,1999,2029.756,,
"""Asia""",,2000,2382.639,1.4100050000000002,
"""Asia""",,2001,3200.5217,2.171412,
"""Asia""",,2002,3470.2802,2.3949520000000004,
"""Asia""",,2003,4594.285,3.58896,
"""Asia""",,2004,8149.257,5.43746,
"""Asia""",,2005,10250.758,6.9485,
"""Asia""",,2006,16057.991000000002,10.623893,
"""Asia""",,2007,21330.153,14.211563,
"""Asia""",,2008,32621.487,21.427553,
"""Asia""",,2009,50676.037,32.205203000000004,
"""Asia""",,2010,77965.37999999999,47.51191000000001,
"""Asia""",,2011,110113.21,67.86733000000001,
"""Asia""",,2012,144082.30000000002,85.19031,
"""Asia""",,2013,184993.18,102.42939,
"""Asia""",,2014,211080.2,128.13639,
"""Asia""",,2015,240935.53,166.60339000000002,
"""Asia""",,2016,312252.38,190.39831,
"""Asia""",,2017,390942.0,212.07497,
"""Asia""",,2018,465714.7,236.79719,
"""Asia""",,2019,514157.7,266.12712,
"""Asia""",,2020,578268.6,342.14397,
"""Asia""",,2021,786044.9,396.67053,
"""Asia""",,2022,907256.5,438.2213,
"""Asia (IRENA)""",,2000,,1.378605,
"""Asia (IRENA)""",,2001,,2.140012,
"""Asia (IRENA)""",,2002,,2.356552,
"""Asia (IRENA)""",,2003,,3.54656,
"""Asia (IRENA)""",,2004,,5.385560000000001,
"""Asia (IRENA)""",,2005,,6.87986,
"""Asia (IRENA)""",,2006,,10.507253,
"""Asia (IRENA)""",,2007,,13.991923000000002,
"""Asia (IRENA)""",,2008,,20.989238,
"""Asia (IRENA)""",,2009,,31.307889,
"""Asia (IRENA)""",,2010,,46.08359,
"""Asia (IRENA)""",,2011,,66.02680000000001,
"""Asia (IRENA)""",,2012,,82.80936,
"""Asia (IRENA)""",,2013,,99.542484,
"""Asia (IRENA)""",,2014,,124.336484,
"""Asia (IRENA)""",,2015,,161.80356,
"""Asia (IRENA)""",,2016,,184.18542,
"""Asia (IRENA)""",,2017,,205.01611,
"""Asia (IRENA)""",,2018,,229.0938,
"""Asia (IRENA)""",,2019,,257.67095,
"""Asia (IRENA)""",,2020,,332.29838,
"""Asia (IRENA)""",,2021,,384.94472,
"""Asia (IRENA)""",,2022,,425.67394,
"""Asia Pacific (EI)""",,1965,0.0,,
"""Asia Pacific (EI)""",,1966,0.0,,
"""Asia Pacific (EI)""",,1967,0.0,,
"""Asia Pacific (EI)""",,1968,0.0,,
"""Asia Pacific (EI)""",,1969,0.0,,
"""Asia Pacific (EI)""",,1970,0.0,,
"""Asia Pacific (EI)""",,1971,0.0,,
"""Asia Pacific (EI)""",,1972,0.0,,
"""Asia Pacific (EI)""",,1973,0.0,,
"""Asia Pacific (EI)""",,1974,0.0,,
"""Asia Pacific (EI)""",,1975,0.0,,
"""Asia Pacific (EI)""",,1976,0.0,,
"""Asia Pacific (EI)""",,1977,0.0,,
"""Asia Pacific (EI)""",,1978,0.0,,
"""Asia Pacific (EI)""",,1979,0.0,,
"""Asia Pacific (EI)""",,1980,0.0,,
"""Asia Pacific (EI)""",,1981,0.0,,
"""Asia Pacific (EI)""",,1982,0.0,,
"""Asia Pacific (EI)""",,1983,0.0,,
"""Asia Pacific (EI)""",,1984,0.0,,
"""Asia Pacific (EI)""",,1985,0.0,,
"""Asia Pacific (EI)""",,1986,0.0,,
"""Asia Pacific (EI)""",,1987,0.0,,
"""Asia Pacific (EI)""",,1988,0.0,,
"""Asia Pacific (EI)""",,1989,0.0,,
"""Asia Pacific (EI)""",,1990,32.323234,,
"""Asia Pacific (EI)""",,1991,122.00091,,
"""Asia Pacific (EI)""",,1992,220.47403,,
"""Asia Pacific (EI)""",,1993,311.83666,,
"""Asia Pacific (EI)""",,1994,583.5880599999999,,
"""Asia Pacific (EI)""",,1995,1121.6013,,
"""Asia Pacific (EI)""",,1996,991.20504,,
"""Asia Pacific (EI)""",,1997,1213.95,,
"""Asia Pacific (EI)""",,1998,1489.5501,,
"""Asia Pacific (EI)""",,1999,2053.2491,,
"""Asia Pacific (EI)""",,2000,2563.947,,
"""Asia Pacific (EI)""",,2001,3517.4093000000003,,
"""Asia Pacific (EI)""",,2002,4067.0133,,
"""Asia Pacific (EI)""",,2003,5340.8756,,
"""Asia Pacific (EI)""",,2004,9186.693,,
"""Asia Pacific (EI)""",,2005,12019.194,,
"""Asia Pacific (EI)""",,2006,18569.807,,
"""Asia Pacific (EI)""",,2007,24603.132,,
"""Asia Pacific (EI)""",,2008,36079.895,,
"""Asia Pacific (EI)""",,2009,54847.977,,
"""Asia Pacific (EI)""",,2010,81484.21999999999,,
"""Asia Pacific (EI)""",,2011,113551.094,,
"""Asia Pacific (EI)""",,2012,147723.59,,
"""Asia Pacific (EI)""",,2013,188472.18,,
"""Asia Pacific (EI)""",,2014,214272.43,,
"""Asia Pacific (EI)""",,2015,243057.68,,
"""Asia Pacific (EI)""",,2016,311225.77,,
"""Asia Pacific (EI)""",,2017,387151.58,,
"""Asia Pacific (EI)""",,2018,462091.2,,
"""Asia Pacific (EI)""",,2019,511614.6,,
"""Asia Pacific (EI)""",,2020,574493.84,,
"""Asia Pacific (EI)""",,2021,779236.27,,
"""Asia Pacific (EI)""",,2022,900920.7,,
"""Australia""",AUS,1990,0.0,,
"""Australia""",AUS,1991,0.0,,
"""Australia""",AUS,1992,0.0,,
"""Australia""",AUS,1993,2.0,,
"""Australia""",AUS,1994,5.5,,
"""Australia""",AUS,1995,7.0,,
"""Australia""",AUS,1996,7.0,,
"""Australia""",AUS,1997,7.5,,
"""Australia""",AUS,1998,18.0,,
"""Australia""",AUS,1999,43.0,,
"""Australia""",AUS,2000,134.0,0.033,
"""Australia""",AUS,2001,287.0,0.076,
"""Australia""",AUS,2002,533.55,0.106,
"""Australia""",AUS,2003,704.05,0.19,
"""Australia""",AUS,2004,795.0,0.379,
"""Australia""",AUS,2005,1299.05,0.74,
"""Australia""",AUS,2006,2162.1,0.8190000000000001,
"""Australia""",AUS,2007,2852.1,1.249,
"""Australia""",AUS,2008,3458.45,1.441,
"""Australia""",AUS,2009,4437.75,1.703,
"""Australia""",AUS,2010,4985.0,1.864,
"""Australia""",AUS,2011,6432.0,2.127,
"""Australia""",AUS,2012,7725.0,2.561,
"""Australia""",AUS,2013,9259.0,3.221,
"""Australia""",AUS,2014,9777.0,3.797,
"""Australia""",AUS,2015,11833.002,4.181,Oceania
"""Australia""",AUS,2016,13039.705,4.324,
"""Australia""",AUS,2017,13210.791,4.812,
"""Australia""",AUS,2018,16261.955,5.442,
"""Australia""",AUS,2019,19471.687,6.279,
"""Australia""",AUS,2020,22606.892,8.603,
"""Australia""",AUS,2021,26795.876,8.9506,
"""Australia""",AUS,2022,31652.384,10.134,
"""Austria""",AUT,1990,0.0,,
"""Austria""",AUT,1991,0.0,,
"""Austria""",AUT,1992,0.0,,
"""Austria""",AUT,1993,0.0,,
"""Austria""",AUT,1994,0.0,,
"""Austria""",AUT,1995,1.0,,
"""Austria""",AUT,1996,5.0,,
"""Austria""",AUT,1997,20.0,,
"""Austria""",AUT,1998,45.0,,
"""Austria""",AUT,1999,51.0,,
"""Austria""",AUT,2000,67.0,0.05,
"""Austria""",AUT,2001,172.0,0.067,
"""Austria""",AUT,2002,203.0,0.109,
"""Austria""",AUT,2003,366.0,0.322,
"""Austria""",AUT,2004,924.0,0.581,
"""Austria""",AUT,2005,1331.2768,0.825219,
"""Austria""",AUT,2006,1752.793,0.968269,
"""Austria""",AUT,2007,2037.185,0.991159,
"""Austria""",AUT,2008,2011.2574,0.991974,
"""Austria""",AUT,2009,1954.0402,1.000985,
"""Austria""",AUT,2010,2063.9138,1.015828,
"""Austria""",AUT,2011,1936.2364,1.105966,
"""Austria""",AUT,2012,2462.029,1.33715,
"""Austria""",AUT,2013,3153.2316,1.674538,
"""Austria""",AUT,2014,3845.768,2.110275,
"""Austria""",AUT,2015,4840.343,2.488726,Europe
"""Austria""",AUT,2016,5234.838500000001,2.7299960000000003,
"""Austria""",AUT,2017,6571.5113,2.886698,
"""Austria""",AUT,2018,6030.4294,3.1327130000000003,
"""Austria""",AUT,2019,7450.0766,3.224117,
"""Austria""",AUT,2020,6791.5306,3.225979,
"""Austria""",AUT,2021,6740.0417,3.407811,
"""Austria""",AUT,2022,7245.277,3.735811,
"""Austria-Hungary""",OWID_AUH,2015,,,Europe
"""Azerbaijan""",AZE,1990,0.0,,
"""Azerbaijan""",AZE,1991,0.0,,
"""Azerbaijan""",AZE,1992,0.0,,
"""Azerbaijan""",AZE,1993,0.0,,
"""Azerbaijan""",AZE,1994,0.0,,
"""Azerbaijan""",AZE,1995,0.0,,
"""Azerbaijan""",AZE,1996,0.0,,
"""Azerbaijan""",AZE,1997,0.0,,
"""Azerbaijan""",AZE,1998,0.0,,
"""Azerbaijan""",AZE,1999,0.0,,
"""Azerbaijan""",AZE,2000,0.0,,
"""Azerbaijan""",AZE,2001,0.0,,
"""Azerbaijan""",AZE,2002,0.0,,
"""Azerbaijan""",AZE,2003,0.0,,
"""Azerbaijan""",AZE,2004,0.0,,
"""Azerbaijan""",AZE,2005,0.0,,
"""Azerbaijan""",AZE,2006,0.0,,
"""Azerbaijan""",AZE,2007,0.0,,
"""Azerbaijan""",AZE,2008,0.0,,
"""Azerbaijan""",AZE,2009,2.1,0.002,
"""Azerbaijan""",AZE,2010,0.5,0.002,
"""Azerbaijan""",AZE,2011,0.0,0.002,
"""Azerbaijan""",AZE,2012,0.0,0.002,
"""Azerbaijan""",AZE,2013,0.8,0.0027,
"""Azerbaijan""",AZE,2014,2.3,0.0027,
"""Azerbaijan""",AZE,2015,4.6,0.008,Asia
"""Azerbaijan""",AZE,2016,22.8,0.0157,
"""Azerbaijan""",AZE,2017,22.1,0.0157,
"""Azerbaijan""",AZE,2018,82.69999999999999,0.066,
"""Azerbaijan""",AZE,2019,105.4,0.066,
"""Azerbaijan""",AZE,2020,96.1,0.066,
"""Azerbaijan""",AZE,2021,91.4,0.066,
"""Azerbaijan""",AZE,2022,83.3,0.066,
"""Baden""",OWID_BAD,2015,,,Europe
"""Bahamas""",BHS,2015,,,North America
"""Bahrain""",BHR,2008,,0.000675,
"""Bahrain""",BHR,2009,,0.000675,
"""Bahrain""",BHR,2010,,0.00068,
"""Bahrain""",BHR,2011,,0.00068,
"""Bahrain""",BHR,2012,,0.00068,
"""Bahrain""",BHR,2013,,0.00068,
"""Bahrain""",BHR,2014,,0.00068,
"""Bahrain""",BHR,2015,,0.00068,Asia
"""Bahrain""",BHR,2016,,0.00068,
"""Bahrain""",BHR,2017,,0.00068,
"""Bahrain""",BHR,2018,,0.00068,
"""Bahrain""",BHR,2019,,0.00068,
"""Bahrain""",BHR,2020,,0.00068,
"""Bahrain""",BHR,2021,,0.00068,
"""Bahrain""",BHR,2022,,0.00074,
"""Bangladesh""",BGD,1972,0.0,,
"""Bangladesh""",BGD,1973,0.0,,
"""Bangladesh""",BGD,1974,0.0,,
"""Bangladesh""",BGD,1975,0.0,,
"""Bangladesh""",BGD,1976,0.0,,
"""Bangladesh""",BGD,1977,0.0,,
"""Bangladesh""",BGD,1978,0.0,,
"""Bangladesh""",BGD,1979,0.0,,
"""Bangladesh""",BGD,1980,0.0,,
"""Bangladesh""",BGD,1981,0.0,,
"""Bangladesh""",BGD,1982,0.0,,
"""Bangladesh""",BGD,1983,0.0,,
"""Bangladesh""",BGD,1984,0.0,,
"""Bangladesh""",BGD,1985,0.0,,
"""Bangladesh""",BGD,1986,0.0,,
"""Bangladesh""",BGD,1987,0.0,,
"""Bangladesh""",BGD,1988,0.0,,
"""Bangladesh""",BGD,1989,0.0,,
"""Bangladesh""",BGD,1990,0.0,,
"""Bangladesh""",BGD,1991,0.0,,
"""Bangladesh""",BGD,1992,0.0,,
"""Bangladesh""",BGD,1993,0.0,,
"""Bangladesh""",BGD,1994,0.0,,
"""Bangladesh""",BGD,1995,0.0,,
"""Bangladesh""",BGD,1996,0.0,,
"""Bangladesh""",BGD,1997,0.0,,
"""Bangladesh""",BGD,1998,0.0,,
"""Bangladesh""",BGD,1999,0.0,,
"""Bangladesh""",BGD,2000,0.0,,
"""Bangladesh""",BGD,2001,0.0,,
"""Bangladesh""",BGD,2002,0.0,,
"""Bangladesh""",BGD,2003,0.0,,
"""Bangladesh""",BGD,2004,0.0,,
"""Bangladesh""",BGD,2005,0.0,,
"""Bangladesh""",BGD,2006,1.6,0.0009,
"""Bangladesh""",BGD,2007,1.6,0.0009,
"""Bangladesh""",BGD,2008,2.9,0.0019,
"""Bangladesh""",BGD,2009,5.1000000000000005,0.0019,
"""Bangladesh""",BGD,2010,5.1000000000000005,0.0019,
"""Bangladesh""",BGD,2011,5.1000000000000005,0.0019,
"""Bangladesh""",BGD,2012,5.1000000000000005,0.0019,
"""Bangladesh""",BGD,2013,5.081,0.0019,
"""Bangladesh""",BGD,2014,5.081,0.0019,
"""Bangladesh""",BGD,2015,5.081,0.0029,Asia
"""Bangladesh""",BGD,2016,5.081,0.0029,
"""Bangladesh""",BGD,2017,5.081,0.0029,
"""Bangladesh""",BGD,2018,5.081,0.0029,
"""Bangladesh""",BGD,2019,5.081,0.0029,
"""Bangladesh""",BGD,2020,5.094920999999999,0.0029,
"""Bangladesh""",BGD,2021,5.081,0.0029,
"""Bangladesh""",BGD,2022,5.081,0.0029,
"""Barbados""",BRB,2000,,4e-05,
"""Barbados""",BRB,2001,,4e-05,
"""Barbados""",BRB,2002,,4e-05,
"""Barbados""",BRB,2003,,4e-05,
"""Barbados""",BRB,2004,,4e-05,
"""Barbados""",BRB,2005,,4e-05,
"""Barbados""",BRB,2006,,4e-05,
"""Barbados""",BRB,2007,,4e-05,
"""Barbados""",BRB,2008,,4e-05,
"""Barbados""",BRB,2009,,4e-05,
"""Barbados""",BRB,2010,,4e-05,
"""Barbados""",BRB,2011,,4e-05,
"""Barbados""",BRB,2012,,4e-05,
"""Barbados""",BRB,2013,,4e-05,
"""Barbados""",BRB,2014,,4e-05,
"""Barbados""",BRB,2015,,4e-05,North America
"""Barbados""",BRB,2016,,6e-05,
"""Barbados""",BRB,2017,,6e-05,
"""Barbados""",BRB,2018,,6e-05,
"""Barbados""",BRB,2019,,6e-05,
"""Barbados""",BRB,2020,,6e-05,
"""Barbados""",BRB,2021,,6e-05,
"""Barbados""",BRB,2022,,0.00116,
"""Bavaria""",OWID_BAV,2015,,,Europe
"""Belarus""",BLR,1990,0.0,,
"""Belarus""",BLR,1991,0.0,,
"""Belarus""",BLR,1992,0.0,,
"""Belarus""",BLR,1993,0.0,,
"""Belarus""",BLR,1994,0.0,,
"""Belarus""",BLR,1995,0.0,,
"""Belarus""",BLR,1996,0.0,,
"""Belarus""",BLR,1997,0.0,,
"""Belarus""",BLR,1998,0.0,,
"""Belarus""",BLR,1999,0.0,,
"""Belarus""",BLR,2000,0.0,0.00025,
"""Belarus""",BLR,2001,0.0,0.0006,
"""Belarus""",BLR,2002,0.0,0.0011,
"""Belarus""",BLR,2003,0.0,0.0011,
"""Belarus""",BLR,2004,1.010101,0.0011,
